activeingred,reaction,N,E,RR,PRR,EBGM,EBGM_05,EBGM_50,EBGM_95
falimarev,dyspnoeas,1,1.31,0.77,1.17,0.58,0.1384,0.63111,1.75325
unoprostone,dyspnoeas,1,1.31,0.76,0.36,0.58,0.13834,0.63086,1.75252
polyglactin 370,dyspnoeas,1,1.31,0.76,0.61,0.57,0.13828,0.63056,1.75163
pirbuterol,dyspnoeas,41,231.79,0.18,0.77,0.18,0.13726,0.17905,0.22855
pentosan,dyspnoeas,42,238.78,0.18,0.17,0.18,0.1369,0.17799,0.22658
interferon alfacon-1,dyspnoeas,4,13.38,0.3,0.26,0.31,0.13642,0.32111,0.62462
fluindione,dyspnoeas,1,1.35,0.74,0.71,0.57,0.13637,0.62225,1.7271
sulfadiazine,dyspnoeas,3,8.93,0.34,0.19,0.35,0.13626,0.36224,0.75676
quinestrol,dyspnoeas,1,1.4,0.72,0.71,0.56,0.13388,0.6114,1.69524
floxuridine,dyspnoeas,3,9.17,0.33,0.32,0.34,0.13317,0.35415,0.73995
triflupromazine,dyspnoeas,1,1.41,0.71,0.8,0.55,0.1331,0.60802,1.68537
clidinium,dyspnoeas,1,1.42,0.71,0.69,0.55,0.13296,0.60739,1.68353
pancuronium,dyspnoeas,7,29.06,0.24,0.32,0.25,0.13248,0.25451,0.4349
cocaine,dyspnoeas,5,18.77,0.27,0.26,0.28,0.132,0.28505,0.52569
fenoldopam,dyspnoeas,1,1.45,0.69,0.86,0.55,0.1312,0.59976,1.66135
tazocillin,dyspnoeas,11,51.83,0.21,0.31,0.22,0.13118,0.22078,0.34396
chromic phosphate p 32,dyspnoeas,1,1.48,0.68,0.54,0.54,0.12999,0.59449,1.64604
tetryzoline,dyspnoeas,1,1.49,0.67,0.55,0.54,0.12934,0.59166,1.63785
cobalt,dyspnoeas,1,1.51,0.66,0.66,0.54,0.1287,0.58886,1.62976
podofilox,dyspnoeas,1,1.51,0.66,0.21,0.54,0.12855,0.5882,1.62786
zanamivir,dyspnoeas,93,611.69,0.15,0.68,0.15,0.12838,0.1529,0.18037
flurazepam,dyspnoeas,10,47.39,0.21,0.21,0.22,0.12761,0.22038,0.34976
palmitic acid,dyspnoeas,1,1.54,0.65,0.54,0.53,0.12707,0.58177,1.60931
acetohydroxamic acid,dyspnoeas,1,1.55,0.64,0.6,0.53,0.12673,0.58032,1.60513
ticrynafen,dyspnoeas,12,60.07,0.2,0.2,0.2,0.12606,0.20747,0.318
delorazepam,dyspnoeas,1,1.57,0.64,0.64,0.52,0.12587,0.57657,1.59436
diflorasone,dyspnoeas,1,1.57,0.64,0.2,0.52,0.12583,0.5764,1.59389
fibrin,dyspnoeas,5,19.8,0.25,0.16,0.26,0.12552,0.27121,0.50025
propiomazine,dyspnoeas,1,1.59,0.63,0.66,0.52,0.12493,0.57249,1.58267
antithrombin,dyspnoeas,1,1.6,0.63,0.73,0.52,0.1247,0.57147,1.57977
lisocabtagene maraleucel,dyspnoeas,4,14.89,0.27,0.37,0.28,0.12371,0.29155,0.56735
dienestrol,dyspnoeas,1,1.65,0.61,0.25,0.51,0.12272,0.56288,1.55521
desoximetasone,dyspnoeas,2,5.56,0.36,0.15,0.37,0.12207,0.39316,0.91092
ethotoin,dyspnoeas,1,1.68,0.6,0.6,0.51,0.12156,0.55786,1.54089
meningitis,dyspnoeas,1,1.71,0.58,0.49,0.5,0.12013,0.55165,1.52326
lutetium,dyspnoeas,17,95.96,0.18,0.15,0.18,0.12012,0.18233,0.26296
cephalothin,dyspnoeas,13,69.99,0.19,0.25,0.19,0.11936,0.19263,0.29097
ethinyl estradiol/norelgestromin,dyspnoeas,5,20.89,0.24,0.13,0.25,0.11936,0.25802,0.47601
rufinamide,dyspnoeas,3,10.41,0.29,0.28,0.3,0.11903,0.3172,0.66311
dexmedetomidine,dyspnoeas,14,76.91,0.18,0.21,0.19,0.11881,0.18835,0.28078
tapinarof,dyspnoeas,3,10.46,0.29,0.15,0.3,0.11857,0.316,0.66062
polio vaccine,dyspnoeas,1,1.76,0.57,0.52,0.49,0.11837,0.54401,1.50157
iopanoate,dyspnoeas,2,5.8,0.34,0.35,0.36,0.11796,0.38031,0.8813
mepacrine,dyspnoeas,1,1.77,0.56,0.56,0.49,0.1178,0.54156,1.49465
vasopressin,dyspnoeas,3,10.56,0.28,0.31,0.3,0.11756,0.31337,0.65515
aminosalicylate,dyspnoeas,1,1.78,0.56,0.5,0.49,0.11746,0.54009,1.49048
factor ix,dyspnoeas,20,119.35,0.17,0.22,0.17,0.11703,0.17184,0.24151
polatuzumab vedotin,dyspnoeas,14,78.15,0.18,0.24,0.18,0.11695,0.18543,0.27642
fostemsavir,dyspnoeas,1,1.82,0.55,0.47,0.49,0.11603,0.53389,1.47296
tioconazole,dyspnoeas,16,92.56,0.17,0.07,0.18,0.11589,0.17825,0.2597
setmelanotide,dyspnoeas,1,1.83,0.55,0.46,0.48,0.11563,0.53213,1.46799
aminolevulinic,dyspnoeas,1,1.88,0.53,0.4,0.48,0.11386,0.52448,1.44646
cefamandole,dyspnoeas,24,152.37,0.16,0.22,0.16,0.11342,0.16093,0.22013
cefmetazole,dyspnoeas,1,1.9,0.53,0.78,0.47,0.11307,0.52103,1.43678
lonafarnib,dyspnoeas,1,1.92,0.52,0.48,0.47,0.11248,0.51852,1.42973
viloxazine,dyspnoeas,3,11.22,0.27,0.23,0.28,0.11126,0.29689,0.62089
oxymetholone,dyspnoeas,2,6.26,0.32,0.31,0.34,0.11081,0.35796,0.82981
tiragolumab,dyspnoeas,5,22.6,0.22,0.35,0.23,0.11078,0.23965,0.44226
glucarpidase,dyspnoeas,2,6.35,0.31,0.29,0.33,0.10942,0.35362,0.8198
methyltestosterone,dyspnoeas,1,2.01,0.5,0.48,0.46,0.10938,0.50506,1.39202
suprofen,dyspnoeas,5,23.08,0.22,0.22,0.23,0.10856,0.2349,0.43354
glutethimide,dyspnoeas,2,6.41,0.31,0.3,0.33,0.10855,0.35089,0.81354
vosoritide,dyspnoeas,2,6.41,0.31,0.26,0.33,0.10854,0.35085,0.81342
vanillin,dyspnoeas,1,2.04,0.49,0.48,0.45,0.10834,0.50058,1.3795
masoprocol,dyspnoeas,1,2.05,0.49,0.09,0.45,0.1079,0.49866,1.37416
oxymorphone,dyspnoeas,53,395.39,0.13,0.11,0.14,0.10727,0.13544,0.16813
trimethaphan,dyspnoeas,1,2.11,0.47,0.69,0.45,0.10608,0.4908,1.35224
ioflupane,dyspnoeas,3,11.86,0.25,0.31,0.27,0.1058,0.28262,0.59124
emicizumab,dyspnoeas,17,109.26,0.16,0.13,0.16,0.10562,0.16036,0.23132
tolbutamide,dyspnoeas,3,11.89,0.25,0.25,0.27,0.1056,0.2821,0.59014
etelcalcetide,dyspnoeas,23,157.69,0.15,0.22,0.15,0.10436,0.14924,0.20543
fosphenytoin,dyspnoeas,8,44.59,0.18,0.23,0.19,0.10312,0.19024,0.31613
lestaurtinib,dyspnoeas,1,2.21,0.45,0.37,0.43,0.10301,0.47752,1.31532
eravacycline,dyspnoeas,1,2.24,0.45,0.61,0.43,0.10232,0.47451,1.30696
thiotepa,dyspnoeas,8,45.04,0.18,0.17,0.18,0.10212,0.18841,0.3131
mephenytoin,dyspnoeas,1,2.3,0.43,0.43,0.42,0.10046,0.46647,1.28469
papaverine,dyspnoeas,1,2.31,0.43,0.42,0.42,0.1002,0.46538,1.28166
griseofulvin,dyspnoeas,3,12.68,0.24,0.24,0.25,0.09958,0.26635,0.55742
stanozolol,dyspnoeas,1,2.33,0.43,0.43,0.42,0.09956,0.4626,1.27396
loncastuximab tesirine,dyspnoeas,1,2.35,0.43,0.66,0.42,0.09906,0.46041,1.26791
faricimab,dyspnoeas,3,12.9,0.23,0.15,0.25,0.09796,0.2621,0.54859
cevostamab,dyspnoeas,1,2.44,0.41,0.63,0.41,0.09658,0.4497,1.23834
magaldrate,dyspnoeas,2,7.37,0.27,0.26,0.29,0.09638,0.31282,0.72591
elvitegravir/cobicistat/emtricitabine/tenofovir,dyspnoeas,15,103.32,0.15,0.14,0.15,0.09629,0.15033,0.2215
infigratinib,dyspnoeas,1,2.45,0.41,0.41,0.41,0.09629,0.44845,1.23487
antifungal,dyspnoeas,6,33.47,0.18,0.26,0.19,0.09543,0.19356,0.34268
autologous,dyspnoeas,1,2.49,0.4,0.27,0.4,0.09525,0.44396,1.2225
norepinephrine,dyspnoeas,8,48.45,0.17,0.17,0.17,0.09507,0.17548,0.29168
retapamulin,dyspnoeas,2,7.5,0.27,0.08,0.29,0.09498,0.30844,0.71584
pyrazinamide,dyspnoeas,3,13.35,0.22,0.2,0.24,0.09494,0.25422,0.53221
alosetron,dyspnoeas,20,148.22,0.13,0.14,0.14,0.09437,0.13861,0.19486
histamine,dyspnoeas,1,2.55,0.39,0.32,0.4,0.09375,0.43746,1.20458
ertugliflozin,dyspnoeas,3,13.72,0.22,0.22,0.24,0.09253,0.24791,0.5191
histrelin,dyspnoeas,5,27.77,0.18,0.15,0.19,0.09088,0.19707,0.36403
doxapram,dyspnoeas,1,2.68,0.37,0.49,0.38,0.09066,0.42412,1.16789
pipamperone,dyspnoeas,1,2.7,0.37,0.35,0.38,0.09023,0.42222,1.16269
elbasvir,dyspnoeas,1,2.73,0.37,0.36,0.38,0.08946,0.41894,1.15369
sulfadoxine,dyspnoeas,1,2.75,0.36,0.16,0.38,0.08894,0.41671,1.14755
pentobarbital,dyspnoeas,4,21.22,0.19,0.21,0.2,0.08865,0.20997,0.40933
metyrosine,dyspnoeas,1,2.77,0.36,0.36,0.38,0.08863,0.41534,1.14379
tirzepatide,dyspnoeas,58,538.99,0.11,0.09,0.11,0.08698,0.10867,0.1337
iobenguane,dyspnoeas,1,2.91,0.34,0.41,0.36,0.0856,0.40226,1.10794
albiglutide,dyspnoeas,27,232.21,0.12,0.14,0.12,0.08537,0.1187,0.15974
turoctocog,dyspnoeas,2,8.47,0.24,0.25,0.26,0.08537,0.27838,0.64671
bremelanotide,dyspnoeas,2,8.51,0.23,0.19,0.26,0.08495,0.27706,0.64368
idarucizumab,dyspnoeas,7,46.02,0.15,0.16,0.16,0.08474,0.16332,0.27951
voxilaprevir,dyspnoeas,1,2.95,0.34,0.33,0.36,0.08461,0.39798,1.09621
tremelimumab,dyspnoeas,1,2.96,0.34,0.5,0.36,0.08457,0.39777,1.09566
octocog alfa,dyspnoeas,3,15.13,0.2,0.25,0.22,0.08446,0.22679,0.47524
quinupristin,dyspnoeas,3,15.19,0.2,0.28,0.22,0.08415,0.22599,0.47357
ethosuximide,dyspnoeas,5,30.25,0.17,0.15,0.18,0.08364,0.18156,0.33554
abrocitinib,dyspnoeas,5,30.29,0.17,0.15,0.18,0.08355,0.18137,0.33518
desflurane,dyspnoeas,10,74.58,0.13,0.43,0.14,0.08167,0.14134,0.22456
quazepam,dyspnoeas,2,8.96,0.22,0.23,0.25,0.08113,0.26512,0.61623
phenylbutazone,dyspnoeas,6,39.61,0.15,0.15,0.16,0.08094,0.16444,0.29135
serdexmethylphenidate,dyspnoeas,2,9.03,0.22,0.21,0.25,0.08057,0.26337,0.61221
sacrosidase,dyspnoeas,1,3.18,0.31,0.33,0.34,0.08021,0.37891,1.04408
naphazoline,dyspnoeas,6,40.45,0.15,0.08,0.16,0.07929,0.16112,0.2855
remimazolam,dyspnoeas,1,3.26,0.31,0.46,0.34,0.07876,0.37266,1.02701
olezarsen,dyspnoeas,1,3.29,0.3,0.26,0.33,0.0781,0.36981,1.01921
trimeprazine,dyspnoeas,1,3.32,0.3,0.29,0.33,0.07757,0.36749,1.01291
factor vii,dyspnoeas,18,160.11,0.11,0.15,0.11,0.07724,0.11595,0.16579
brexanolone,dyspnoeas,2,9.62,0.21,0.32,0.23,0.07609,0.24931,0.5799
beractant,dyspnoeas,3,16.91,0.18,0.18,0.2,0.07598,0.20459,0.42912
nitroprusside,dyspnoeas,3,16.92,0.18,0.22,0.2,0.07594,0.20449,0.4289
selpercatinib,dyspnoeas,3,16.95,0.18,0.16,0.19,0.07581,0.20416,0.4282
sevoflurane,dyspnoeas,45,466.84,0.1,0.33,0.1,0.07575,0.09763,0.12335
estrone,dyspnoeas,1,3.44,0.29,0.26,0.32,0.07554,0.3587,0.98893
butoconazole,dyspnoeas,7,51.9,0.13,0.05,0.14,0.07526,0.1452,0.24862
dienogest,dyspnoeas,1,3.59,0.28,0.27,0.31,0.07309,0.34809,0.96004
vipivotide tetraxetan,dyspnoeas,1,3.59,0.28,0.38,0.31,0.07301,0.34774,0.95909
nonoxynol 9,dyspnoeas,9,73.59,0.12,0.05,0.13,0.07273,0.1298,0.21072
pyrantel,dyspnoeas,1,3.62,0.28,0.26,0.31,0.07261,0.346,0.95433
letermovir,dyspnoeas,3,17.82,0.17,0.17,0.19,0.07226,0.19485,0.40887
olopatadine,dyspnoeas,17,160.95,0.11,0.08,0.11,0.07183,0.10917,0.15756
interferon beta-1a,dyspnoeas,2,10.24,0.2,0.16,0.22,0.07179,0.23583,0.54892
omeprazole magnesium,dyspnoeas,1,3.67,0.27,0.25,0.31,0.07176,0.34234,0.94436
avanafil,dyspnoeas,3,17.96,0.17,0.16,0.18,0.07173,0.19345,0.40596
prazepam,dyspnoeas,1,3.7,0.27,0.28,0.31,0.07134,0.34054,0.93947
iocetamate,dyspnoeas,1,3.71,0.27,0.27,0.31,0.07124,0.3401,0.93828
perampanel,dyspnoeas,9,75.44,0.12,0.12,0.12,0.07095,0.12665,0.20563
isoxsuprine,dyspnoeas,1,3.77,0.27,0.26,0.3,0.07038,0.33637,0.92813
amisulpride,dyspnoeas,1,3.8,0.26,0.24,0.3,0.06981,0.33389,0.92136
chlorotrianisene,dyspnoeas,1,3.83,0.26,0.25,0.3,0.06939,0.33206,0.9164
etidocaine,dyspnoeas,2,10.63,0.19,0.14,0.21,0.06936,0.22823,0.53147
pyridoxine,dyspnoeas,1,3.85,0.26,0.23,0.3,0.06919,0.33121,0.91408
argatroban,dyspnoeas,5,36.91,0.14,0.17,0.15,0.06881,0.14978,0.27714
efavirenz/emtricitabine/tenofovir,dyspnoeas,42,477.91,0.09,0.08,0.09,0.0685,0.0891,0.11346
adapalene,dyspnoeas,97,1209.72,0.08,0.01,0.08,0.06797,0.08066,0.09485
rapacuronium,dyspnoeas,1,4.06,0.25,0.33,0.29,0.06628,0.31859,0.87977
selenium,dyspnoeas,3,19.51,0.15,0.05,0.17,0.06623,0.17903,0.376
dihydrocodeine,dyspnoeas,1,4.22,0.24,0.21,0.28,0.06421,0.30961,0.85538
secobarbital,dyspnoeas,2,11.62,0.17,0.17,0.2,0.06379,0.21072,0.49125
carbon,dyspnoeas,1,4.41,0.23,0.26,0.27,0.06187,0.29943,0.82775
chloramphenicol,dyspnoeas,3,21.17,0.14,0.14,0.16,0.06113,0.16566,0.34823
ethchlorvynol,dyspnoeas,3,21.22,0.14,0.14,0.16,0.061,0.16532,0.34752
trofinetide,dyspnoeas,2,12.38,0.16,0.15,0.19,0.06008,0.19907,0.46448
acetylcholine,dyspnoeas,1,4.57,0.22,0.1,0.26,0.05995,0.29107,0.80508
meprobamate,dyspnoeas,2,12.5,0.16,0.16,0.18,0.05949,0.19724,0.46026
clascoterone,dyspnoeas,1,4.68,0.21,0.12,0.26,0.05878,0.28598,0.79125
desonide,dyspnoeas,1,4.8,0.21,0.07,0.25,0.05752,0.28052,0.77645
golodirsen,dyspnoeas,1,4.86,0.21,0.31,0.25,0.05693,0.27796,0.7695
calfactant,dyspnoeas,1,4.88,0.2,0.19,0.25,0.05667,0.27684,0.76648
dibotermin alfa,dyspnoeas,1,4.91,0.2,0.16,0.25,0.05637,0.27551,0.76287
cephapirin,dyspnoeas,1,4.91,0.2,0.25,0.25,0.05635,0.27544,0.76267
valrubicin,dyspnoeas,1,4.92,0.2,0.18,0.25,0.05633,0.27531,0.76233
crisaborole,dyspnoeas,15,178.17,0.08,0.05,0.09,0.05591,0.08744,0.12897
chlorprothixene,dyspnoeas,1,5.03,0.2,0.2,0.24,0.05521,0.27046,0.74918
danaparoid,dyspnoeas,4,35.2,0.11,0.14,0.12,0.05399,0.12917,0.25283
nitric,dyspnoeas,10,112.97,0.09,0.24,0.09,0.05396,0.09361,0.14893
emtricitabine/rilpivirine/tenofovir,dyspnoeas,8,86.25,0.09,0.09,0.1,0.0536,0.09938,0.16558
remifentanil,dyspnoeas,3,24.89,0.12,0.15,0.14,0.0521,0.14194,0.29894
necitumumab,dyspnoeas,2,14.43,0.14,0.2,0.16,0.05177,0.17292,0.40438
methyprylon,dyspnoeas,1,5.45,0.18,0.18,0.23,0.05141,0.25389,0.70428
acetohexamide,dyspnoeas,1,5.52,0.18,0.18,0.23,0.05082,0.25132,0.69731
moxalactam,dyspnoeas,9,106.53,0.08,0.12,0.09,0.05022,0.08988,0.14615
streptozocin,dyspnoeas,1,5.71,0.17,0.24,0.22,0.04919,0.2442,0.67802
methsuximide,dyspnoeas,1,5.77,0.17,0.16,0.22,0.04878,0.24237,0.67306
amyl nitrite,dyspnoeas,6,66.09,0.09,0.33,0.1,0.04861,0.0994,0.17666
etomidate,dyspnoeas,2,15.64,0.13,0.15,0.15,0.04779,0.16038,0.37558
bisprolol,dyspnoeas,1,5.91,0.17,0.17,0.21,0.04769,0.23761,0.66019
berotralstat,dyspnoeas,1,6.05,0.17,0.16,0.21,0.04665,0.23305,0.64783
ublituximab,dyspnoeas,1,6.16,0.16,0.24,0.21,0.04591,0.22978,0.63897
amoxapine,dyspnoeas,4,42.6,0.09,0.09,0.1,0.04455,0.10711,0.21008
inamrinone,dyspnoeas,2,16.79,0.12,0.17,0.14,0.04451,0.15001,0.35173
inebilizumab,dyspnoeas,1,6.47,0.15,0.21,0.2,0.04378,0.22041,0.61362
guanethidine,dyspnoeas,1,6.62,0.15,0.15,0.19,0.04284,0.2163,0.6025
secnidazole,dyspnoeas,1,6.84,0.15,0.14,0.19,0.04149,0.21036,0.5864
butenafine,dyspnoeas,1,6.89,0.15,0.04,0.19,0.04121,0.20913,0.58306
lopinavir/ritonavir,dyspnoeas,1,7.24,0.14,0.12,0.18,0.03921,0.20032,0.55922
drotrecogin alfa,dyspnoeas,8,117.98,0.07,0.07,0.07,0.03907,0.07267,0.1213
tenecteplase,dyspnoeas,5,66.03,0.08,0.1,0.08,0.03835,0.08438,0.15689
isoflurane,dyspnoeas,7,102.15,0.07,0.17,0.07,0.03813,0.07413,0.12744
clofibrate,dyspnoeas,2,20.65,0.1,0.09,0.11,0.03603,0.12313,0.28994
phenmetrazine,dyspnoeas,1,8,0.13,0.13,0.16,0.03549,0.18384,0.51461
aprotinin,dyspnoeas,26,541.22,0.05,0.07,0.05,0.035,0.04906,0.06644
casimersen,dyspnoeas,1,8.12,0.12,0.18,0.16,0.03496,0.18147,0.50821
trolamine,dyspnoeas,1,8.26,0.12,0.08,0.16,0.03433,0.17867,0.50061
miglitol,dyspnoeas,2,22.03,0.09,0.09,0.11,0.03368,0.11565,0.27273
flavoxate,dyspnoeas,1,8.43,0.12,0.12,0.16,0.03362,0.1755,0.49204
hydroxypropyl,dyspnoeas,2,22.3,0.09,0.06,0.11,0.03325,0.11426,0.26952
phenylbutyrate,dyspnoeas,1,9.33,0.11,0.1,0.14,0.03022,0.16028,0.45082
methyclothiazide,dyspnoeas,1,9.36,0.11,0.1,0.14,0.03012,0.15984,0.44965
triheptanoin,dyspnoeas,1,10.12,0.1,0.09,0.13,0.02766,0.14875,0.41959
docosanol,dyspnoeas,17,417.54,0.04,0.03,0.04,0.02754,0.04199,0.06074
zaleplon,dyspnoeas,2,28.73,0.07,0.07,0.08,0.02536,0.08899,0.2113
thiabendazole,dyspnoeas,1,11.13,0.09,0.09,0.12,0.02492,0.13629,0.38581
acetaminophen/hydrocodone,dyspnoeas,11,276.65,0.04,0.03,0.04,0.02452,0.04167,0.06529
beroctocog alfa,dyspnoeas,2,31.63,0.06,0.08,0.08,0.02284,0.0808,0.19241
aducanumab,dyspnoeas,1,12.08,0.08,0.07,0.11,0.0227,0.12612,0.35825
sulfisoxazole,dyspnoeas,1,13.04,0.08,0.08,0.1,0.02078,0.11724,0.33415
peramivir,dyspnoeas,1,13.12,0.08,0.11,0.1,0.02063,0.11655,0.33228
maralixibat,dyspnoeas,1,15.2,0.07,0.07,0.09,0.01731,0.10098,0.28996
oxyphenbutazone,dyspnoeas,1,15.95,0.06,0.06,0.08,0.01634,0.09632,0.27728
glofitamab,dyspnoeas,1,16.74,0.06,0.09,0.08,0.01539,0.09178,0.26493
andexanet alfa,dyspnoeas,1,17.22,0.06,0.09,0.08,0.01486,0.08921,0.25791
retigabine,dyspnoeas,1,17.3,0.06,0.06,0.08,0.01477,0.08878,0.25673
ethynodiol,dyspnoeas,1,18.02,0.06,0.05,0.07,0.01404,0.08521,0.247
mmr vaccine,dyspnoeas,1,20.99,0.05,0.04,0.06,0.01156,0.0729,0.21337
halothane,dyspnoeas,3,106.56,0.03,0.13,0.03,0.01112,0.03258,0.07083
defibrotide,dyspnoeas,3,125.09,0.02,0.03,0.03,0.0093,0.0275,0.06009
SGL2 inhibitor,dyspnoeas,1,28.19,0.04,0.04,0.05,0.00783,0.05338,0.1597
enflurane,dyspnoeas,1,35.7,0.03,0.11,0.04,0.00567,0.04123,0.12591
