activeingred,reaction,N,E,RR,PRR,EBGM,EBGM_05,EBGM_50,EBGM_95
radiation,dyspnoeas,1,1.4,0.71,0.71,0.54,0.12328,0.59819,1.70195
ticrynafen,dyspnoeas,12,60.98,0.2,0.2,0.2,0.12308,0.20303,0.31173
amcinonide,dyspnoeas,2,5.18,0.39,0.39,0.38,0.1229,0.40645,0.95632
vasopressin,dyspnoeas,3,9.66,0.31,0.31,0.32,0.12275,0.3322,0.70137
ioflupane,dyspnoeas,3,9.73,0.31,0.31,0.32,0.12188,0.32987,0.69647
clidinium,dyspnoeas,1,1.44,0.69,0.69,0.53,0.1215,0.58991,1.67753
trimethaphan,dyspnoeas,1,1.44,0.69,0.69,0.53,0.1215,0.58991,1.67753
levonordefrin,dyspnoeas,3,10.01,0.3,0.3,0.31,0.11891,0.32196,0.67985
undecylenic,dyspnoeas,2,5.41,0.37,0.37,0.37,0.11857,0.39248,0.92358
cobalt,dyspnoeas,1,1.52,0.66,0.66,0.52,0.11807,0.57404,1.63093
corticosteroids,dyspnoeas,1,1.52,0.66,0.66,0.52,0.11807,0.57404,1.63093
loncastuximab tesirine,dyspnoeas,1,1.52,0.66,0.66,0.52,0.11807,0.57404,1.63093
propiomazine,dyspnoeas,1,1.52,0.66,0.66,0.52,0.11807,0.57404,1.63093
econazole,dyspnoeas,4,15.22,0.26,0.26,0.27,0.11787,0.28097,0.55082
cerliponase alfa,dyspnoeas,3,10.16,0.3,0.3,0.3,0.11727,0.31761,0.6707
interferon alfacon-1,dyspnoeas,4,15.42,0.26,0.26,0.27,0.11649,0.2777,0.54444
delorazepam,dyspnoeas,1,1.56,0.64,0.64,0.51,0.11643,0.56643,1.60867
netarsudil,dyspnoeas,6,26.75,0.22,0.22,0.23,0.11628,0.23686,0.42083
cevostamab,dyspnoeas,1,1.6,0.63,0.63,0.51,0.11482,0.55902,1.58707
lidocaine/prilocaine,dyspnoeas,1,1.6,0.63,0.63,0.51,0.11482,0.55902,1.58707
miconazole,dyspnoeas,84,615.79,0.14,0.14,0.14,0.11407,0.13715,0.16315
neomycin,dyspnoeas,9,46.06,0.2,0.2,0.2,0.11401,0.2036,0.33093
sodium citrate,dyspnoeas,37,248.15,0.15,0.15,0.15,0.11396,0.15088,0.19501
eravacycline,dyspnoeas,1,1.64,0.61,0.61,0.5,0.11326,0.55179,1.56607
polyglactin 370,dyspnoeas,1,1.64,0.61,0.61,0.5,0.11326,0.55179,1.56607
iopanoate,dyspnoeas,2,5.72,0.35,0.35,0.35,0.11324,0.37527,0.88327
isoxepac,dyspnoeas,3,10.63,0.28,0.28,0.29,0.11263,0.30522,0.64466
quinupristin,dyspnoeas,3,10.71,0.28,0.28,0.29,0.11189,0.30325,0.64051
rufinamide,dyspnoeas,3,10.71,0.28,0.28,0.29,0.11189,0.30325,0.64051
acetohydroxamic acid,dyspnoeas,1,1.67,0.6,0.6,0.49,0.11173,0.54476,1.54567
ethotoin,dyspnoeas,1,1.67,0.6,0.6,0.49,0.11173,0.54476,1.54567
mepacrine,dyspnoeas,1,1.79,0.56,0.56,0.47,0.10739,0.52469,1.4877
permethrin,dyspnoeas,41,296.31,0.14,0.14,0.14,0.1072,0.13989,0.17864
tetryzoline,dyspnoeas,1,1.83,0.55,0.55,0.47,0.10601,0.51833,1.46939
suprofen,dyspnoeas,5,23.13,0.22,0.22,0.22,0.10593,0.23102,0.42872
albiglutide,dyspnoeas,27,187.56,0.14,0.14,0.15,0.10519,0.14633,0.19699
chromic phosphate p 32,dyspnoeas,1,1.87,0.54,0.54,0.46,0.10467,0.51212,1.45154
palmitic acid,dyspnoeas,1,1.87,0.54,0.54,0.46,0.10467,0.51212,1.45154
besifloxacin,dyspnoeas,3,11.56,0.26,0.26,0.27,0.10434,0.28311,0.5982
brexanolone,dyspnoeas,2,6.35,0.32,0.32,0.32,0.10385,0.34497,0.81233
polio vaccine,dyspnoeas,1,1.91,0.52,0.52,0.46,0.10335,0.50606,1.43415
collagenase,dyspnoeas,5,23.75,0.21,0.21,0.22,0.10326,0.22526,0.41808
naftifine,dyspnoeas,2,6.42,0.31,0.31,0.32,0.10278,0.34152,0.80426
ingenol,dyspnoeas,27,192.35,0.14,0.14,0.14,0.10258,0.1427,0.19211
ketotifen,dyspnoeas,13,80.95,0.16,0.16,0.16,0.10252,0.16582,0.25092
oxymetholone,dyspnoeas,2,6.46,0.31,0.31,0.32,0.10226,0.33982,0.80028
tolbutamide,dyspnoeas,3,11.91,0.25,0.25,0.26,0.10152,0.27562,0.58245
aminosalicylate,dyspnoeas,1,1.99,0.5,0.5,0.45,0.10081,0.49435,1.40063
tremelimumab,dyspnoeas,1,1.99,0.5,0.5,0.45,0.10081,0.49435,1.40063
lutetium,dyspnoeas,17,114.24,0.15,0.15,0.15,0.1004,0.15264,0.22042
factor vii,dyspnoeas,18,122.3,0.15,0.15,0.15,0.10039,0.15077,0.21569
glutethimide,dyspnoeas,2,6.66,0.3,0.3,0.31,0.0997,0.33157,0.78097
doxapram,dyspnoeas,1,2.02,0.49,0.49,0.44,0.09959,0.4887,1.38447
meningitis,dyspnoeas,1,2.02,0.49,0.49,0.44,0.09959,0.4887,1.38447
octocog alfa,dyspnoeas,3,12.23,0.25,0.25,0.26,0.09915,0.26928,0.56913
lonafarnib,dyspnoeas,1,2.06,0.48,0.48,0.44,0.09839,0.48317,1.3687
fluocinolone,dyspnoeas,6,32.08,0.19,0.19,0.19,0.09755,0.19896,0.35368
thiotepa,dyspnoeas,8,46.57,0.17,0.17,0.18,0.09745,0.18051,0.30087
methyltestosterone,dyspnoeas,1,2.1,0.48,0.48,0.43,0.09722,0.47776,1.3533
vanillin,dyspnoeas,1,2.1,0.48,0.48,0.43,0.09722,0.47776,1.3533
glucarpidase,dyspnoeas,2,6.93,0.29,0.29,0.3,0.09632,0.32066,0.75544
norepinephrine,dyspnoeas,8,47.15,0.17,0.17,0.17,0.09627,0.17832,0.29724
aminolevulinate,dyspnoeas,6,32.55,0.18,0.18,0.19,0.09619,0.1962,0.3488
fostemsavir,dyspnoeas,1,2.14,0.47,0.47,0.43,0.09608,0.47248,1.33824
pentobarbital,dyspnoeas,4,18.96,0.21,0.21,0.22,0.09589,0.22913,0.44961
griseofulvin,dyspnoeas,3,12.73,0.24,0.24,0.25,0.09551,0.25957,0.54873
remimazolam,dyspnoeas,1,2.18,0.46,0.46,0.42,0.09496,0.46731,1.32354
setmelanotide,dyspnoeas,1,2.18,0.46,0.46,0.42,0.09496,0.46731,1.32354
alosetron,dyspnoeas,20,146.91,0.14,0.14,0.14,0.0947,0.13921,0.19586
isoflurane,dyspnoeas,7,41.31,0.17,0.17,0.18,0.09268,0.17929,0.30777
viloxazine,dyspnoeas,3,13.28,0.23,0.23,0.24,0.09187,0.24986,0.52833
brolucizumab,dyspnoeas,15,107.62,0.14,0.14,0.14,0.0918,0.14353,0.21174
crotamiton,dyspnoeas,1,2.3,0.44,0.44,0.41,0.09173,0.45245,1.28134
elvitegravir/cobicistat/emtricitabine/tenofovir,dyspnoeas,15,108.44,0.14,0.14,0.14,0.09111,0.14246,0.21016
mephenytoin,dyspnoeas,1,2.34,0.43,0.43,0.4,0.0907,0.44771,1.26787
stanozolol,dyspnoeas,1,2.34,0.43,0.43,0.4,0.0907,0.44771,1.26787
nitroprusside,dyspnoeas,3,13.47,0.22,0.22,0.24,0.09063,0.24656,0.5214
papaverine,dyspnoeas,1,2.38,0.42,0.42,0.4,0.0897,0.44305,1.2547
vosoritide,dyspnoeas,2,7.55,0.26,0.26,0.28,0.08936,0.29819,0.7029
magaldrate,dyspnoeas,2,7.59,0.26,0.26,0.28,0.08896,0.29689,0.69986
ertugliflozin,dyspnoeas,3,13.74,0.22,0.22,0.23,0.08895,0.24209,0.51201
oxymorphone,dyspnoeas,53,476.28,0.11,0.11,0.11,0.08891,0.11228,0.13942
iobenguane,dyspnoeas,1,2.41,0.41,0.41,0.39,0.08871,0.4385,1.2418
infigratinib,dyspnoeas,1,2.45,0.41,0.41,0.39,0.08775,0.43404,1.22917
emicizumab,dyspnoeas,17,130.87,0.13,0.13,0.13,0.08772,0.1334,0.19266
idarucizumab,dyspnoeas,7,44.27,0.16,0.16,0.16,0.0866,0.16761,0.28777
argatroban,dyspnoeas,5,28.66,0.17,0.17,0.18,0.08616,0.18828,0.34969
aminolevulinic,dyspnoeas,1,2.53,0.4,0.4,0.38,0.08587,0.42538,1.20468
chlormezanone,dyspnoeas,2,8.02,0.25,0.25,0.27,0.08474,0.28328,0.66804
efinaconazole,dyspnoeas,5,29.4,0.17,0.17,0.18,0.08405,0.18372,0.34127
turoctocog,dyspnoeas,2,8.1,0.25,0.25,0.26,0.08402,0.28094,0.66256
vipivotide tetraxetan,dyspnoeas,1,2.65,0.38,0.38,0.37,0.08318,0.413,1.16975
fluocinonide,dyspnoeas,5,29.86,0.17,0.17,0.18,0.08277,0.18095,0.33615
lestaurtinib,dyspnoeas,1,2.73,0.37,0.37,0.36,0.08148,0.40514,1.14758
pyrazinamide,dyspnoeas,3,15.3,0.2,0.2,0.21,0.08042,0.21932,0.46417
elbasvir,dyspnoeas,1,2.8,0.36,0.36,0.36,0.07984,0.39757,1.12625
metyrosine,dyspnoeas,1,2.8,0.36,0.36,0.36,0.07984,0.39757,1.12625
unoprostone,dyspnoeas,1,2.8,0.36,0.36,0.36,0.07984,0.39757,1.12625
fibrin,dyspnoeas,5,31.11,0.16,0.16,0.17,0.07953,0.17396,0.32322
pipamperone,dyspnoeas,1,2.88,0.35,0.35,0.35,0.07826,0.39027,1.1057
quazepam,dyspnoeas,2,8.8,0.23,0.23,0.24,0.07799,0.26145,0.617
sulfadiazine,dyspnoeas,3,15.89,0.19,0.19,0.2,0.07761,0.21183,0.44844
phenylbutazone,dyspnoeas,6,40.81,0.15,0.15,0.15,0.07712,0.15759,0.28039
ethosuximide,dyspnoeas,5,32.4,0.15,0.15,0.16,0.07645,0.16729,0.31089
rapacuronium,dyspnoeas,1,3.04,0.33,0.33,0.34,0.07526,0.37644,1.06679
sacrosidase,dyspnoeas,1,3.04,0.33,0.33,0.34,0.07526,0.37644,1.06679
voxilaprevir,dyspnoeas,1,3.04,0.33,0.33,0.34,0.07526,0.37644,1.06679
abrocitinib,dyspnoeas,5,33.37,0.15,0.15,0.16,0.07426,0.16256,0.30215
histrelin,dyspnoeas,5,33.64,0.15,0.15,0.16,0.07368,0.16129,0.29979
histamine,dyspnoeas,1,3.15,0.32,0.32,0.33,0.07315,0.36667,1.03937
beractant,dyspnoeas,3,17.05,0.18,0.18,0.19,0.07254,0.19828,0.41997
golodirsen,dyspnoeas,1,3.19,0.31,0.31,0.33,0.07247,0.36353,1.03054
serdexmethylphenidate,dyspnoeas,2,9.62,0.21,0.21,0.23,0.07192,0.24182,0.57114
letermovir,dyspnoeas,3,17.52,0.17,0.17,0.18,0.07069,0.19332,0.40956
perampanel,dyspnoeas,9,74.91,0.12,0.12,0.12,0.07057,0.12631,0.20554
tirzepatide,dyspnoeas,58,666.06,0.09,0.09,0.09,0.07027,0.08782,0.10806
copper,dyspnoeas,3,17.64,0.17,0.17,0.18,0.07024,0.19212,0.40704
moxalactam,dyspnoeas,9,76.67,0.12,0.12,0.12,0.06897,0.12345,0.2009
selpercatinib,dyspnoeas,3,18.18,0.16,0.16,0.18,0.06821,0.18671,0.39566
necitumumab,dyspnoeas,2,10.2,0.2,0.2,0.21,0.06811,0.22949,0.54232
avanafil,dyspnoeas,3,18.34,0.16,0.16,0.18,0.06765,0.18522,0.39252
trimeprazine,dyspnoeas,1,3.5,0.29,0.29,0.31,0.06741,0.34016,0.965
bremelanotide,dyspnoeas,2,10.47,0.19,0.19,0.21,0.06646,0.22415,0.52983
efavirenz/emtricitabine/tenofovir,dyspnoeas,42,494.54,0.08,0.08,0.09,0.06604,0.08592,0.10943
ethinyl estradiol/norelgestromin,dyspnoeas,5,37.69,0.13,0.13,0.14,0.06588,0.14442,0.2686
prazepam,dyspnoeas,1,3.62,0.28,0.28,0.3,0.06568,0.33214,0.94252
avobenzone,dyspnoeas,16,164.2,0.1,0.1,0.1,0.0651,0.10038,0.14652
autologous,dyspnoeas,1,3.7,0.27,0.27,0.29,0.06457,0.32699,0.9281
dienogest,dyspnoeas,1,3.7,0.27,0.27,0.29,0.06457,0.32699,0.9281
iocetamate,dyspnoeas,1,3.7,0.27,0.27,0.29,0.06457,0.32699,0.9281
danaparoid,dyspnoeas,4,28.89,0.14,0.14,0.15,0.06382,0.15344,0.30181
isoxsuprine,dyspnoeas,1,3.78,0.26,0.26,0.29,0.06349,0.322,0.91412
olezarsen,dyspnoeas,1,3.78,0.26,0.26,0.29,0.06349,0.322,0.91412
pyrantel,dyspnoeas,1,3.78,0.26,0.26,0.29,0.06349,0.322,0.91412
remifentanil,dyspnoeas,3,19.62,0.15,0.15,0.17,0.06336,0.17375,0.36843
faricimab,dyspnoeas,3,19.82,0.15,0.15,0.16,0.06275,0.17213,0.36503
carbon,dyspnoeas,1,3.85,0.26,0.26,0.28,0.06244,0.31715,0.90056
estrone,dyspnoeas,1,3.85,0.26,0.26,0.28,0.06244,0.31715,0.90056
dienestrol,dyspnoeas,1,3.93,0.25,0.25,0.28,0.06143,0.31245,0.88739
tapinarof,dyspnoeas,3,20.29,0.15,0.15,0.16,0.06134,0.16837,0.35712
cephapirin,dyspnoeas,1,3.97,0.25,0.25,0.28,0.06094,0.31014,0.88095
chlorotrianisene,dyspnoeas,1,4.05,0.25,0.25,0.27,0.05996,0.30564,0.86834
omeprazole magnesium,dyspnoeas,1,4.05,0.25,0.25,0.27,0.05996,0.30564,0.86834
inamrinone,dyspnoeas,2,11.72,0.17,0.17,0.19,0.05979,0.20254,0.47934
ethchlorvynol,dyspnoeas,3,20.95,0.14,0.14,0.16,0.05945,0.16331,0.34649
secobarbital,dyspnoeas,2,11.91,0.17,0.17,0.19,0.05886,0.19952,0.4723
streptozocin,dyspnoeas,1,4.17,0.24,0.24,0.27,0.05855,0.29911,0.85009
ublituximab,dyspnoeas,1,4.17,0.24,0.24,0.27,0.05855,0.29911,0.85009
amisulpride,dyspnoeas,1,4.24,0.24,0.24,0.26,0.05765,0.29491,0.83834
chloramphenicol,dyspnoeas,3,21.65,0.14,0.14,0.15,0.05756,0.15827,0.33589
interferon beta-1a,dyspnoeas,2,12.46,0.16,0.16,0.18,0.0564,0.19154,0.45364
pyridoxine,dyspnoeas,1,4.44,0.23,0.23,0.25,0.05549,0.28489,0.81034
meprobamate,dyspnoeas,2,12.89,0.16,0.16,0.17,0.0546,0.18569,0.43996
etomidate,dyspnoeas,2,13.08,0.15,0.15,0.17,0.05381,0.18314,0.43402
olopatadine,dyspnoeas,17,216.76,0.08,0.08,0.08,0.053,0.08069,0.11662
halothane,dyspnoeas,3,23.63,0.13,0.13,0.14,0.0528,0.14551,0.30908
podofilox,dyspnoeas,1,4.71,0.21,0.21,0.24,0.0527,0.27193,0.77411
trofinetide,dyspnoeas,2,13.39,0.15,0.15,0.17,0.0526,0.17921,0.42482
desoximetasone,dyspnoeas,2,13.55,0.15,0.15,0.17,0.05201,0.17731,0.42037
dihydrocodeine,dyspnoeas,1,4.83,0.21,0.21,0.24,0.05158,0.26672,0.75956
inebilizumab,dyspnoeas,1,4.83,0.21,0.21,0.24,0.05158,0.26672,0.75956
emtricitabine/rilpivirine/tenofovir,dyspnoeas,8,90.02,0.09,0.09,0.09,0.05067,0.09424,0.15742
etidocaine,dyspnoeas,2,13.98,0.14,0.14,0.16,0.05046,0.17226,0.40859
mafenide,dyspnoeas,1,5.02,0.2,0.2,0.23,0.04981,0.25845,0.73647
chlorprothixene,dyspnoeas,1,5.06,0.2,0.2,0.23,0.04946,0.25685,0.73202
diflorasone,dyspnoeas,1,5.1,0.2,0.2,0.23,0.04912,0.25528,0.72762
tioconazole,dyspnoeas,16,220.07,0.07,0.07,0.07,0.04855,0.07493,0.10943
calfactant,dyspnoeas,1,5.3,0.19,0.19,0.22,0.04749,0.24767,0.70639
tenecteplase,dyspnoeas,5,52.53,0.1,0.1,0.1,0.04734,0.10425,0.1943
aprotinin,dyspnoeas,26,399.77,0.07,0.07,0.07,0.04729,0.06626,0.08973
methyprylon,dyspnoeas,1,5.45,0.18,0.18,0.22,0.04626,0.2419,0.69027
casimersen,dyspnoeas,1,5.49,0.18,0.18,0.21,0.04596,0.2405,0.68635
valrubicin,dyspnoeas,1,5.53,0.18,0.18,0.21,0.04566,0.23911,0.68248
acetohexamide,dyspnoeas,1,5.65,0.18,0.18,0.21,0.04479,0.23504,0.67111
bisprolol,dyspnoeas,1,6,0.17,0.17,0.2,0.04234,0.22359,0.63916
naphazoline,dyspnoeas,6,75.11,0.08,0.08,0.08,0.04197,0.08634,0.1541
dibotermin alfa,dyspnoeas,1,6.11,0.16,0.16,0.2,0.04158,0.22001,0.62917
methsuximide,dyspnoeas,1,6.19,0.16,0.16,0.19,0.04109,0.21768,0.62268
amoxapine,dyspnoeas,4,44.93,0.09,0.09,0.1,0.04107,0.09963,0.19668
berotralstat,dyspnoeas,1,6.23,0.16,0.16,0.19,0.04084,0.21654,0.61948
sulfadoxine,dyspnoeas,1,6.35,0.16,0.16,0.19,0.04013,0.21317,0.61008
guanethidine,dyspnoeas,1,6.46,0.15,0.15,0.19,0.03943,0.20991,0.60097
drotrecogin alfa,dyspnoeas,8,117.04,0.07,0.07,0.07,0.0389,0.07251,0.12128
crisaborole,dyspnoeas,15,281.12,0.05,0.05,0.05,0.03512,0.05507,0.08138
secnidazole,dyspnoeas,1,7.4,0.14,0.14,0.17,0.03454,0.18687,0.53668
clofibrate,dyspnoeas,2,21.1,0.09,0.09,0.11,0.03337,0.11651,0.27819
phenmetrazine,dyspnoeas,1,7.75,0.13,0.13,0.16,0.03297,0.17944,0.51593
miglitol,dyspnoeas,2,22.08,0.09,0.09,0.1,0.03185,0.11151,0.26651
lopinavir/ritonavir,dyspnoeas,1,8.14,0.12,0.12,0.15,0.03137,0.17182,0.49467
flavoxate,dyspnoeas,1,8.49,0.12,0.12,0.15,0.03004,0.16548,0.47695
benzoyl peroxide,dyspnoeas,218,6498.54,0.03,0.03,0.03,0.03001,0.03361,0.03749
clascoterone,dyspnoeas,1,8.68,0.12,0.12,0.14,0.02933,0.16214,0.46764
peramivir,dyspnoeas,1,8.88,0.11,0.11,0.14,0.02866,0.15893,0.45867
enflurane,dyspnoeas,1,9.27,0.11,0.11,0.14,0.0274,0.15286,0.44172
beroctocog alfa,dyspnoeas,2,25.74,0.08,0.08,0.09,0.02713,0.09595,0.23007
nonoxynol 9,dyspnoeas,9,195.27,0.05,0.05,0.05,0.02691,0.0485,0.07922
retapamulin,dyspnoeas,2,26.05,0.08,0.08,0.09,0.02679,0.09482,0.22742
butoconazole,dyspnoeas,7,144.46,0.05,0.05,0.05,0.02642,0.05173,0.08935
methyclothiazide,dyspnoeas,1,9.62,0.1,0.1,0.13,0.02634,0.14776,0.42748
phenylbutyrate,dyspnoeas,1,9.93,0.1,0.1,0.13,0.02545,0.1435,0.41557
acetylcholine,dyspnoeas,1,10.4,0.1,0.1,0.12,0.02421,0.13753,0.39887
masoprocol,dyspnoeas,1,10.59,0.09,0.09,0.12,0.02373,0.13517,0.39229
triheptanoin,dyspnoeas,1,10.71,0.09,0.09,0.12,0.02344,0.1338,0.38844
zaleplon,dyspnoeas,2,30.57,0.07,0.07,0.08,0.02259,0.08089,0.19475
glofitamab,dyspnoeas,1,11.17,0.09,0.09,0.11,0.02236,0.12855,0.37378
andexanet alfa,dyspnoeas,1,11.53,0.09,0.09,0.11,0.0216,0.12487,0.36347
thiabendazole,dyspnoeas,1,11.53,0.09,0.09,0.11,0.0216,0.12487,0.36347
trolamine,dyspnoeas,1,11.91,0.08,0.08,0.11,0.02082,0.121,0.35265
docosanol,dyspnoeas,17,553.96,0.03,0.03,0.03,0.0206,0.03146,0.04556
selenium,dyspnoeas,3,60.66,0.05,0.05,0.05,0.02003,0.05719,0.12317
hydroxypropyl,dyspnoeas,2,35.16,0.06,0.06,0.07,0.0194,0.07027,0.1698
acetaminophen/hydrocodone,dyspnoeas,11,346.77,0.03,0.03,0.03,0.01935,0.03296,0.05174
sulfisoxazole,dyspnoeas,1,13.28,0.08,0.08,0.1,0.0184,0.10909,0.31929
aducanumab,dyspnoeas,1,13.59,0.07,0.07,0.09,0.01791,0.10667,0.31251
desonide,dyspnoeas,1,13.78,0.07,0.07,0.09,0.01762,0.10521,0.30842
maralixibat,dyspnoeas,1,15.26,0.07,0.07,0.08,0.01562,0.09523,0.28042
oxyphenbutazone,dyspnoeas,1,16.12,0.06,0.06,0.08,0.01463,0.09022,0.26637
retigabine,dyspnoeas,1,18.14,0.06,0.06,0.07,0.01267,0.08015,0.23805
ethynodiol,dyspnoeas,1,18.34,0.05,0.05,0.07,0.0125,0.07929,0.23563
adapalene,dyspnoeas,97,6639.88,0.01,0.01,0.01,0.01234,0.01465,0.01724
defibrotide,dyspnoeas,3,101.98,0.03,0.03,0.03,0.01143,0.03351,0.07302
butenafine,dyspnoeas,1,22.35,0.04,0.04,0.06,0.00975,0.06477,0.19466
mmr vaccine,dyspnoeas,1,26.05,0.04,0.04,0.05,0.00799,0.05518,0.1675
SGL2 inhibitor,dyspnoeas,1,27.92,0.04,0.04,0.04,0.0073,0.05127,0.15639
